Department,Catalog Number,Container Name,Tissue,Species,Sex,Treatment,Extracted?,Notes,TapeStation Concentration (ng/µL),RIN #,260/280,260/230,NanoDrop Concentration (ng/µL),R1name,R2name,R1_perc_unique,R1_perc_dup,R2_perc_unique,R2_perc_dup,read_count_total,read_dup_perc_total,GC,MeanTemp_HDtoD75,SDofMeanTemp_HDtoD75,MinTemp_HDtoD75,MaxTemp_HDtoD75,PercentTemp_over_40_HDtoD75
Orn,367076,1008PLACE0837,heart,Thryomanes bewickii,F,Control,2025-10-27T00:00:00Z,NA,27.0,7.9,1.86,0.81,56.7,P759_MLaub_H09v1_367076_heart_S72_R1_001.fastq.gz,P759_MLaub_H09v1_367076_heart_S72_R2_001.fastq.gz,30.66526663218316,69.33473336781684,32.22706609699527,67.77293390300473,81167648,68.55383363541078,49,37.74038462,1.524692409,28.5,41,6.971153846
Orn,367076,1008PLACE0836,kidney,Thryomanes bewickii,F,Control,2025-10-27T00:00:00Z,"Concentration too low, Upper ribsomal fragment has degraded",14.5,8.1,1.6,0.62,51.6,P759_MLaub_A10v1_367076_kidney_S73_R1_001.fastq.gz,P759_MLaub_A10v1_367076_kidney_S73_R2_001.fastq.gz,34.98144712279421,65.01855287720579,37.12018070991755,62.87981929008245,85067327.99999999,63.94918608364413,51,37.74038462,1.524692409,28.5,41,6.971153846
Orn,367076,1008PLACE0833,liver,Thryomanes bewickii,F,Control,2025-10-27T00:00:00Z,NA,75.3,7.9,1.84,1.11,123.8,P759_MLaub_B10v1_367076_liver_S74_R1_001.fastq.gz,P759_MLaub_B10v1_367076_liver_S74_R2_001.fastq.gz,26.267382608795288,73.73261739120471,26.853570938818365,73.14642906118164,79745476,73.43952322619317,49,37.74038462,1.524692409,28.5,41,6.971153846
Orn,367076,1008PLACE0832,muscle,Thryomanes bewickii,F,Control,2025-10-27T00:00:00Z,NA,25.7,9.1,1.58,0.72,103.3,P759_MLaub_C10v1_367076_muscle_S75_R1_001.fastq.gz,P759_MLaub_C10v1_367076_muscle_S75_R2_001.fastq.gz,29.731420267468735,70.26857973253126,30.45911673109873,69.54088326890127,85325280,69.90473150071627,50,37.74038462,1.524692409,28.5,41,6.971153846
Orn,367077,1008PLACE0865,brain,Thryomanes bewickii,F,Heat,2025-10-27T00:00:00Z,NA,172.0,9.3,2.07,2.01,1059.4,P759_MLaub_D10v1_367077_brain_S76_R1_001.fastq.gz,P759_MLaub_D10v1_367077_brain_S76_R2_001.fastq.gz,43.42372406582922,56.57627593417078,46.03167788030408,53.96832211969592,69462976,55.27229902693336,50,39.91436242,3.494478598,29,47.5,53.77181208
Orn,367077,1008PLACE0864,heart,Thryomanes bewickii,F,Heat,2025-10-27T00:00:00Z,NA,44.4,8,1.82,0.89,75.7,P759_MLaub_E10v1_367077_heart_S77_R1_001.fastq.gz,P759_MLaub_E10v1_367077_heart_S77_R2_001.fastq.gz,27.643130177898342,72.35686982210166,28.582917761351283,71.41708223864872,89526158,71.8869760303752,50,39.91436242,3.494478598,29,47.5,53.77181208
Orn,367077,1008PLACE0863,kidney,Thryomanes bewickii,F,Heat,2025-10-27T00:00:00Z,NA,405.0,8.3,1.99,1.93,402.2,P759_MLaub_F10v1_367077_kidney_S78_R1_001.fastq.gz,P759_MLaub_F10v1_367077_kidney_S78_R2_001.fastq.gz,34.247722376696856,65.75227762330314,36.478372501622175,63.521627498377825,91036352,64.63695256084048,50,39.91436242,3.494478598,29,47.5,53.77181208
Orn,367077,1008PLACE0860,liver,Thryomanes bewickii,F,Heat,2025-10-27T00:00:00Z,NA,148.0,8.8,2.04,1.99,800.3,P759_MLaub_G10v1_367077_liver_S79_R1_001.fastq.gz,P759_MLaub_G10v1_367077_liver_S79_R2_001.fastq.gz,29.05764092450684,70.94235907549316,28.58144880030872,71.41855119969128,54861148,71.18045513759222,51,39.91436242,3.494478598,29,47.5,53.77181208
Orn,367077,1008PLACE0859,muscle,Thryomanes bewickii,F,Heat,2025-10-27T00:00:00Z,NA,88.2,9.4,1.96,1.46,111.3,P759_MLaub_H10v1_367077_muscle_S80_R1_001.fastq.gz,P759_MLaub_H10v1_367077_muscle_S80_R2_001.fastq.gz,25.200695675934213,74.79930432406579,25.586434775194743,74.41356522480525,91909544,74.60643477443553,52,39.91436242,3.494478598,29,47.5,53.77181208
Orn,367078,1008PLACE0856,brain,Thryomanes bewickii,M,Heat,2025-11-05T00:00:00Z,NA,30.8,9.3,1.87,0.6,54.3,P759_MLaub_A11v1_367078_brain_S81_R1_001.fastq.gz,P759_MLaub_A11v1_367078_brain_S81_R2_001.fastq.gz,41.95393038837915,58.04606961162085,45.16740821438505,54.83259178561495,69569930,56.439330698617894,51,37.68085106,2.846076261,26,46,24.49848024
Orn,367078,1008PLACE0855,heart,Thryomanes bewickii,M,Heat,2025-10-31T00:00:00Z,NA,54.6,8.3,1.99,0.86,93.2,P759_MLaub_B11v1_367078_heart_S82_R1_001.fastq.gz,P759_MLaub_B11v1_367078_heart_S82_R2_001.fastq.gz,33.19333726859409,66.80666273140591,33.91087573824021,66.08912426175979,68447260,66.44789349658285,50,37.68085106,2.846076261,26,46,24.49848024
Orn,367078,1008PLACE0854,kidney,Thryomanes bewickii,M,Heat,2025-10-31T00:00:00Z,NA,101.0,9.7,2.02,1.17,148.4,P759_MLaub_C11v1_367078_kidney_S83_R1_001.fastq.gz,P759_MLaub_C11v1_367078_kidney_S83_R2_001.fastq.gz,36.23025398446829,63.76974601553171,37.86649184728656,62.13350815271344,77124850,62.95162708412256,51,37.68085106,2.846076261,26,46,24.49848024
Orn,367078,1008PLACE0851,liver,Thryomanes bewickii,M,Heat,2025-10-31T00:00:00Z,NA,188.0,9.2,2.02,1.61,292.9,P759_MLaub_D11v1_367078_liver_S84_R1_001.fastq.gz,P759_MLaub_D11v1_367078_liver_S84_R2_001.fastq.gz,26.361672988547127,73.63832701145287,26.202739421992845,73.79726057800715,78912550,73.71779379473,51,37.68085106,2.846076261,26,46,24.49848024
Orn,367078,1008PLACE0850,muscle,Thryomanes bewickii,M,Heat,2025-10-31T00:00:00Z,Concentration too low,25.0,8.6,1.92,0.33,25.2,P759_MLaub_E11v1_367078_muscle_S85_R1_001.fastq.gz,P759_MLaub_E11v1_367078_muscle_S85_R2_001.fastq.gz,28.66264416748757,71.33735583251243,29.342032581107787,70.65796741889221,79978126,70.9976616257023,50,37.68085106,2.846076261,26,46,24.49848024
Orn,367079,1008PLACE0892,brain,Myiarchus cinerascens,F,Control,2025-11-03T00:00:00Z,Concentration too high,503.0,8.9,2.17,1.95,846.4,P759_MLaub_F11v1_367079_brain_S86_R1_001.fastq.gz,P759_MLaub_F11v1_367079_brain_S86_R2_001.fastq.gz,41.34966186931559,58.65033813068441,44.94420858539841,55.05579141460159,76463628,56.853064772643016,49,36.34724807,2.141999837,26,40.5,1.196490295
Orn,367079,1008PLACE0891,heart,Myiarchus cinerascens,F,Control,2025-11-03T00:00:00Z,NA,64.8,8.8,2.0,0.39,87.1,P759_MLaub_G11v1_367079_heart_S87_R1_001.fastq.gz,P759_MLaub_G11v1_367079_heart_S87_R2_001.fastq.gz,26.214939524583315,73.78506047541669,27.530441904520245,72.46955809547975,63811878,73.12730928544823,48,36.34724807,2.141999837,26,40.5,1.196490295
Orn,367079,1008PLACE0890,kidney,Myiarchus cinerascens,F,Control,2025-11-03T00:00:00Z,NA,175.0,8.8,2.09,1.76,160.5,P759_MLaub_H11v1_367079_kidney_S88_R1_001.fastq.gz,P759_MLaub_H11v1_367079_kidney_S88_R2_001.fastq.gz,33.03184173905984,66.96815826094016,35.677477094805,64.322522905195,71884143.99999999,65.6453405830676,49,36.34724807,2.141999837,26,40.5,1.196490295
Orn,367079,1008PLACE0887,liver,Myiarchus cinerascens,F,Control,2025-11-03T00:00:00Z,NA,288.0,6,2.13,2.18,1454.7,P759_MLaub_A12v1_367079_liver_S89_R1_001.fastq.gz,P759_MLaub_A12v1_367079_liver_S89_R2_001.fastq.gz,26.014295058403164,73.98570494159684,25.547995222533583,74.45200477746641,47552204,74.21885485953162,51,36.34724807,2.141999837,26,40.5,1.196490295
Orn,367079,1008PLACE0886,muscle,Myiarchus cinerascens,F,Control,2025-11-03T00:00:00Z,NA,37.9,9.2,1.88,1.34,66.3,P759_MLaub_B12v1_367079_muscle_S90_R1_001.fastq.gz,P759_MLaub_B12v1_367079_muscle_S90_R2_001.fastq.gz,24.229756601419837,75.77024339858016,24.6445638390461,75.3554361609539,69795174,75.56283977976705,50,36.34724807,2.141999837,26,40.5,1.196490295
Orn,367081,1008PLACE0874,brain,Thryomanes bewickii,F,Heat,2025-11-05T00:00:00Z,Concentration too high,659.0,8.7,2.19,1.56,703.8,P759_MLaub_C12v1_367081_brain_S91_R1_001.fastq.gz,P759_MLaub_C12v1_367081_brain_S91_R2_001.fastq.gz,40.80810620940954,59.19189379059046,43.41585155375669,56.58414844624331,82799118,57.8880211184169,51,39.15381515,3.416044585,26,49,43.06824288
Orn,367081,1008PLACE0873,heart,Thryomanes bewickii,F,Heat,2025-11-05T00:00:00Z,NA,37.5,7.9,1.89,0.8,71.1,P759_MLaub_D12v1_367081_heart_S92_R1_001.fastq.gz,P759_MLaub_D12v1_367081_heart_S92_R2_001.fastq.gz,29.558186076613993,70.44181392338601,30.949716267178516,69.05028373282148,81017232,69.74604882810375,50,39.15381515,3.416044585,26,49,43.06824288
Orn,367081,1008PLACE0872,kidney,Thryomanes bewickii,F,Heat,2025-11-05T00:00:00Z,NA,390.0,9,2.16,1.26,545.2,P759_MLaub_E12v1_367081_kidney_S93_R1_001.fastq.gz,P759_MLaub_E12v1_367081_kidney_S93_R2_001.fastq.gz,35.28738510596628,64.71261489403372,37.1781273452103,62.8218726547897,80592620,63.767243774411696,51,39.15381515,3.416044585,26,49,43.06824288
Orn,367081,1008PLACE0869,liver,Thryomanes bewickii,F,Heat,2025-11-05T00:00:00Z,Concentration too high,520.0,8.3,2.09,1.37,718.4,P759_MLaub_F12v1_367081_liver_S94_R1_001.fastq.gz,P759_MLaub_F12v1_367081_liver_S94_R2_001.fastq.gz,27.195613365491965,72.80438663450803,28.20098061349458,71.79901938650542,75600304,72.30170301050674,50,39.15381515,3.416044585,26,49,43.06824288
Orn,367081,1008PLACE0868,muscle,Thryomanes bewickii,F,Heat,2025-11-05T00:00:00Z,NA,283.0,8.8,2.09,1.9,291.3,P759_MLaub_G12v1_367081_muscle_S95_R1_001.fastq.gz,P759_MLaub_G12v1_367081_muscle_S95_R2_001.fastq.gz,28.625423337158836,71.37457666284116,30.166446025029103,69.8335539749709,55639661.99999999,70.60406531890604,52,39.15381515,3.416044585,26,49,43.06824288
Orn,367084,1008PLACE4292,brain,Thryomanes bewickii,M,Heat,2025-11-06T00:00:00Z,NA,469.0,8.9,2.18,1.83,669.7,P759_MLaub_H12v1_367084_brain_S96_R1_001.fastq.gz,P759_MLaub_H12v1_367084_brain_S96_R2_001.fastq.gz,37.21398327110912,62.78601672889088,40.17423206603211,59.82576793396789,99910768,61.305892331429376,52,39.96696457,3.804083426,26.5,48.5,56.97414619
Orn,367084,1008PLACE4291,heart,Thryomanes bewickii,M,Heat,2025-11-06T00:00:00Z,Concentration too low (really),7.03,0,1.54,0.46,45.3,P767_MLaub_A03v1_367084_heart_S97_R1_001.fastq.gz,P767_MLaub_A03v1_367084_heart_S97_R2_001.fastq.gz,27.94468173402734,72.05531826597266,30.242375376962812,69.75762462303719,86709922,70.90647144450493,49,39.96696457,3.804083426,26.5,48.5,56.97414619
Orn,367084,1008PLACE4290,kidney,Thryomanes bewickii,M,Heat,2025-11-06T00:00:00Z,NA,44.1,9,1.98,0.48,83.7,P767_MLaub_B03v1_367084_kidney_S98_R1_001.fastq.gz,P767_MLaub_B03v1_367084_kidney_S98_R2_001.fastq.gz,33.38388216106932,66.61611783893068,36.85695323154982,63.14304676845018,84111004,64.87958230369043,49,39.96696457,3.804083426,26.5,48.5,56.97414619
Orn,367084,1008PLACE4287,liver,Thryomanes bewickii,M,Heat,2025-11-06T00:00:00Z,NA,242.0,8.4,2.04,1.99,342.8,P767_MLaub_C03v1_367084_liver_S99_R1_001.fastq.gz,P767_MLaub_C03v1_367084_liver_S99_R2_001.fastq.gz,25.961360502965206,74.0386394970348,26.68097380928134,73.31902619071866,75912342,73.67883284387673,50,39.96696457,3.804083426,26.5,48.5,56.97414619
Orn,367084,1008PLACE4286,muscle,Thryomanes bewickii,M,Heat,2025-11-06T00:00:00Z,NA,56.9,9,1.98,1.19,104.7,P767_MLaub_D03v1_367084_muscle_S100_R1_001.fastq.gz,P767_MLaub_D03v1_367084_muscle_S100_R2_001.fastq.gz,27.038063707697077,72.96193629230292,28.215989814967894,71.7840101850321,90534094,72.3729732386675,50,39.96696457,3.804083426,26.5,48.5,56.97414619
Orn,367087,1008PLACE4340,brain,Myiarchus cinerascens,M,Control,2025-11-06T00:00:00Z,NA,341.0,9.1,2.2,1.53,578.9,P767_MLaub_E03v1_367087_brain_S101_R1_001.fastq.gz,P767_MLaub_E03v1_367087_brain_S101_R2_001.fastq.gz,39.312478054779746,60.687521945220254,43.37275887570472,56.62724112429528,84471396,58.65738153475777,48,36.65,2.000896045,26.5,40.5,3.116531165
Orn,367087,1008PLACE4339,heart,Myiarchus cinerascens,M,Control,2025-11-06T00:00:00Z,NA,211.0,8.4,2.02,1.73,252.6,P767_MLaub_F03v1_367087_heart_S102_R1_001.fastq.gz,P767_MLaub_F03v1_367087_heart_S102_R2_001.fastq.gz,23.616115674581437,76.38388432541856,24.835116960731114,75.16488303926889,101704080,75.77438368234372,48,36.65,2.000896045,26.5,40.5,3.116531165
Orn,367087,1008PLACE4338,kidney,Myiarchus cinerascens,M,Control,2025-11-06T00:00:00Z,NA,399.0,9,2.07,0.85,382.7,P767_MLaub_G03v1_367087_kidney_S103_R1_001.fastq.gz,P767_MLaub_G03v1_367087_kidney_S103_R2_001.fastq.gz,28.086299588523573,71.91370041147643,30.112340297631135,69.88765970236886,109554494,70.90068005692265,49,36.65,2.000896045,26.5,40.5,3.116531165
Orn,367087,1008PLACE4335,liver,Myiarchus cinerascens,M,Control,2025-11-06T00:00:00Z,NA,264.0,6.7,2.02,1.72,389.6,P767_MLaub_H03v1_367087_liver_S104_R1_001.fastq.gz,P767_MLaub_H03v1_367087_liver_S104_R2_001.fastq.gz,19.265453392326336,80.73454660767366,19.846592460409823,80.15340753959018,98240586,80.4439770736319,49,36.65,2.000896045,26.5,40.5,3.116531165
Orn,367087,1008PLACE4334,muscle,Myiarchus cinerascens,M,Control,2025-11-06T00:00:00Z,NA,98.3,9.1,1.97,1.46,179.5,P767_MLaub_A04v1_367087_muscle_S105_R1_001.fastq.gz,P767_MLaub_A04v1_367087_muscle_S105_R2_001.fastq.gz,22.087725460031464,77.91227453996854,23.852845139793516,76.14715486020648,81331294,77.02971470008751,47,36.65,2.000896045,26.5,40.5,3.116531165
Orn,367096,1008PLACE4464,brain,Myiarchus cinerascens,M,Control,2025-11-07T00:00:00Z,NA,385.0,9.1,2.18,1.63,593.2,P767_MLaub_B04v1_367096_brain_S106_R1_001.fastq.gz,P767_MLaub_B04v1_367096_brain_S106_R2_001.fastq.gz,37.10779861823917,62.89220138176083,40.55170588473599,59.44829411526401,97273278,61.170247748512416,49,35.90602837,1.55052246,30,39,0
Orn,367096,1008PLACE4463,heart,Myiarchus cinerascens,M,Control,2025-11-07T00:00:00Z,NA,74.3,9,2.01,0.52,97.8,P767_MLaub_C04v1_367096_heart_S107_R1_001.fastq.gz,P767_MLaub_C04v1_367096_heart_S107_R2_001.fastq.gz,23.20428972776145,76.79571027223855,26.027857615593433,73.97214238440657,92099968,75.38392632832256,47,35.90602837,1.55052246,30,39,0
Orn,367096,1008PLACE4462,kidney,Myiarchus cinerascens,M,Control,2025-11-07T00:00:00Z,NA,326.0,8.5,2.03,1.37,260.7,P767_MLaub_D04v1_367096_kidney_S108_R1_001.fastq.gz,P767_MLaub_D04v1_367096_kidney_S108_R2_001.fastq.gz,30.31455948094353,69.68544051905647,33.83625509199911,66.1637449080009,84834586,67.92459271352868,48,35.90602837,1.55052246,30,39,0
Orn,367096,1008PLACE4458,liver,Myiarchus cinerascens,M,Control,2025-11-07T00:00:00Z,NA,294.0,6.8,1.96,1.53,287.9,P767_MLaub_E04v1_367096_liver_S109_R1_001.fastq.gz,P767_MLaub_E04v1_367096_liver_S109_R2_001.fastq.gz,21.766122547709102,78.2338774522909,22.526079741039226,77.47392025896077,87307538,77.85389885562581,49,35.90602837,1.55052246,30,39,0
Orn,367096,1008PLACE4457,muscle,Myiarchus cinerascens,M,Control,2025-11-07T00:00:00Z,Dropped tissue on bottom of fume hood for a few seconds....,326.0,8.5,1.96,0.63,74.0,P767_MLaub_F04v1_367096_muscle_S110_R1_001.fastq.gz,P767_MLaub_F04v1_367096_muscle_S110_R2_001.fastq.gz,21.458948731665473,78.54105126833453,23.05651402464683,76.94348597535317,108551688,77.74226862184385,48,35.90602837,1.55052246,30,39,0
